index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
1832,data/raw/test\Viral Pneumonia\VIRUS-7245232-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.4498,Bacterial Pneumonia,0.3778,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
1833,data/raw/test\Viral Pneumonia\VIRUS-7255177-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.9371,Normal,0.0443,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1834,data/raw/test\Viral Pneumonia\VIRUS-7262896-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.9214,Viral Pneumonia,0.0786,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
1835,data/raw/test\Viral Pneumonia\VIRUS-7295688-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.8541,Bacterial Pneumonia,0.1417,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1836,data/raw/test\Viral Pneumonia\VIRUS-7310954-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.8223,Bacterial Pneumonia,0.1464,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1837,data/raw/test\Viral Pneumonia\VIRUS-7365227-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.6833,Normal,0.2065,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1838,data/raw/test\Viral Pneumonia\VIRUS-7385153-0001.jpeg,Viral Pneumonia,Normal,0.8571,Viral Pneumonia,0.1294,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
1839,data/raw/test\Viral Pneumonia\VIRUS-7413193-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.5705,Bacterial Pneumonia,0.4035,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1840,data/raw/test\Viral Pneumonia\VIRUS-7418831-0008.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6703,Viral Pneumonia,0.3258,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1841,data/raw/test\Viral Pneumonia\VIRUS-7422-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.6914,Normal,0.2079,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1842,data/raw/test\Viral Pneumonia\VIRUS-7432256-0006.jpeg,Viral Pneumonia,Normal,0.7657,Viral Pneumonia,0.1444,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1843,data/raw/test\Viral Pneumonia\VIRUS-7433321-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.8259,Bacterial Pneumonia,0.1025,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1844,data/raw/test\Viral Pneumonia\VIRUS-743788-0004.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6976,Viral Pneumonia,0.3009,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1845,data/raw/test\Viral Pneumonia\VIRUS-7450111-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.6665,Normal,0.2086,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1846,data/raw/test\Viral Pneumonia\VIRUS-7473258-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5918,Viral Pneumonia,0.406,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1847,data/raw/test\Viral Pneumonia\VIRUS-7512819-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.4855,Normal,0.4157,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Normal); treat as uncertain differential.
1848,data/raw/test\Viral Pneumonia\VIRUS-7518164-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.4827,Bacterial Pneumonia,0.352,low,low_confidence_needs_manual_review | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1849,data/raw/test\Viral Pneumonia\VIRUS-7603659-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6354,Viral Pneumonia,0.3368,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1850,data/raw/test\Viral Pneumonia\VIRUS-7631316-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.8681,Normal,0.0967,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1851,data/raw/test\Viral Pneumonia\VIRUS-772356-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.7317,Normal,0.1584,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1852,data/raw/test\Viral Pneumonia\VIRUS-7760029-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6706,Viral Pneumonia,0.3214,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1853,data/raw/test\Viral Pneumonia\VIRUS-7776636-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.8816,Bacterial Pneumonia,0.1033,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1854,data/raw/test\Viral Pneumonia\VIRUS-7777605-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.7472,Normal,0.214,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1855,data/raw/test\Viral Pneumonia\VIRUS-7794093-0010.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.8089,Viral Pneumonia,0.1908,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
1856,data/raw/test\Viral Pneumonia\VIRUS-789029-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5818,Viral Pneumonia,0.4125,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1857,data/raw/test\Viral Pneumonia\VIRUS-7908791-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.5281,Normal,0.3137,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1858,data/raw/test\Viral Pneumonia\VIRUS-7997980-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6084,Viral Pneumonia,0.2735,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1859,data/raw/test\Viral Pneumonia\VIRUS-8047963-0007.jpeg,Viral Pneumonia,Viral Pneumonia,0.7924,Bacterial Pneumonia,0.1392,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
1860,data/raw/test\Viral Pneumonia\VIRUS-8082662-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.7554,Viral Pneumonia,0.2445,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1861,data/raw/test\Viral Pneumonia\VIRUS-8096528-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.7178,Viral Pneumonia,0.282,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1862,data/raw/test\Viral Pneumonia\VIRUS-8110550-0001.jpeg,Viral Pneumonia,Viral Pneumonia,0.6836,Normal,0.2362,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1863,data/raw/test\Viral Pneumonia\VIRUS-8175587-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5401,Viral Pneumonia,0.424,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1864,data/raw/test\Viral Pneumonia\VIRUS-8197210-0003.jpeg,Viral Pneumonia,Normal,0.9687,Viral Pneumonia,0.0252,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
1865,data/raw/test\Viral Pneumonia\VIRUS-828649-0009.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6598,Viral Pneumonia,0.3394,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1866,data/raw/test\Viral Pneumonia\VIRUS-8313249-0007.jpeg,Viral Pneumonia,Viral Pneumonia,0.5785,Bacterial Pneumonia,0.2424,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1867,data/raw/test\Viral Pneumonia\VIRUS-8352680-0004.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.7397,Viral Pneumonia,0.2581,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1868,data/raw/test\Viral Pneumonia\VIRUS-8446214-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.6923,Normal,0.2324,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
1869,data/raw/test\Viral Pneumonia\VIRUS-8478954-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5879,Viral Pneumonia,0.3989,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1870,data/raw/test\Viral Pneumonia\VIRUS-8512880-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.8218,Bacterial Pneumonia,0.1285,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1871,data/raw/test\Viral Pneumonia\VIRUS-8550709-0009.jpeg,Viral Pneumonia,Normal,0.5922,Bacterial Pneumonia,0.2702,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1872,data/raw/test\Viral Pneumonia\VIRUS-857613-0001.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.6292,Viral Pneumonia,0.3701,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1873,data/raw/test\Viral Pneumonia\VIRUS-864208-0005.jpeg,Viral Pneumonia,Normal,0.9803,Viral Pneumonia,0.0126,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
1874,data/raw/test\Viral Pneumonia\VIRUS-8659640-0003.jpeg,Viral Pneumonia,Normal,0.6754,Viral Pneumonia,0.2921,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
1875,data/raw/test\Viral Pneumonia\VIRUS-866933-0001.jpeg,Viral Pneumonia,Normal,0.5626,Viral Pneumonia,0.2795,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1876,data/raw/test\Viral Pneumonia\VIRUS-871322-0002.jpeg,Viral Pneumonia,Viral Pneumonia,0.9053,Bacterial Pneumonia,0.0888,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Viral Pneumonia as primary diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Prediction strongly supports Viral Pneumonia. Continue with disease-specific confirmatory protocol.
1877,data/raw/test\Viral Pneumonia\VIRUS-873293-0003.jpeg,Viral Pneumonia,Viral Pneumonia,0.5918,Bacterial Pneumonia,0.3709,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1878,data/raw/test\Viral Pneumonia\VIRUS-8748267-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5528,Viral Pneumonia,0.4266,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
1879,data/raw/test\Viral Pneumonia\VIRUS-8750763-0002.jpeg,Viral Pneumonia,Bacterial Pneumonia,0.5516,Viral Pneumonia,0.3801,low,low_confidence_needs_manual_review,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests.
